training_data/lang/lang_1/stuck.md	Defines 'stuck lock' as device, not the concept of 'stuck'
training_data/lang/lang_1/stuffy.md	Defines 'stuffy room' as space, not the concept of 'stuffy'
training_data/lang/lang_1/sud.md	German/Japanese/Chinese lines define 'sudden event' not 'sud'
training_data/lang/lang_1/surpassing.md	German/Chinese define as 'progress' instead of 'exceeding'
training_data/lang/lang_1/tag.md	German translation says 'Ein Etikett ist ein Schild' (a label is a sign) instead of 'Ein Tag ist ein Etikett' (a tag is a label); concept mismatch.
training_data/lang/lang_1/tart.md	The English phrase 'A tart berry is a fruit' is a category error: a tart berry is a type of fruit, not a fruit in general; also the Japanese and Chinese entries refer to 'sour berry' and 'sour plum' respectively, which mismatch the English 'tart berry'.
training_data/lang/lang_1/temperature.md	Japanese and Chinese translations state temperature is a measurement (act/result) rather than a physical quantity; category error.
training_data/lang/lang_1/the_biggest.md	Defines 'the biggest' as a quality, but it is a noun phrase referring to the entity with that quality, not the quality itself.
training_data/lang/lang_1/thirsty_3.md	Concept mismatch: 'thirsty 3' defined as a beverage, but 'thirsty' is a state, not a drink.
training_data/lang/lang_1/thirsty_4.md	Concept mismatch: 'thirsty 4' defined as a beverage, but 'thirsty' is a state, not a drink.
training_data/lang/lang_1/tick.md	Tick is an arachnid, not an insect.
training_data/lang/lang_1/tight.md	Definition defines 'tight belt' not 'tight'.
training_data/lang/lang_1/totaling.md	German line defines adding, not totaling; mismatch
training_data/lang/lang_1/trot.md	Trot is not a run; it is a specific gait between walk and run.
training_data/lang/lang_1/truer.md	The definition 'A truer story is a narrative' is a comparative that does not define the word 'truer' itself; it compares stories rather than stating what 'truer' means.
training_data/lang/lang_1/truth_3.md	The word 'truth 3' is not a standard concept; the content is vague and self-referential.
training_data/lang/lang_1/twice.md	Twice is not a number; it is an adverb meaning 'two times'.
training_data/lang/lang_1/unbuckling_3.md	Word 'unbuckling 3' is not a standard concept; content refers to a numbered instance which is nonsensical.
training_data/lang/lang_1/unbuckling_4.md	Word 'unbuckling 4' is not a standard concept; content refers to a numbered instance which is nonsensical.
training_data/lang/lang_1/undirect.md	German and Japanese/Chinese translations mean 'changing direction', not 'undirecting'.
training_data/lang/lang_1/unhelpful.md	Japanese line uses '機械' (machine) instead of a broader term like '装置' (device), causing a category mismatch.
training_data/lang/lang_1/unplugging_3.md	The word 'unplugging 3' is not a standard concept; the content seems arbitrary and mismatched.
training_data/lang/lang_1/unplugging_4.md	The word 'unplugging 4' is not a standard concept; the content seems arbitrary and mismatched.
training_data/lang/lang_1/unplugging_5.md	The word 'unplugging 5' is not a standard concept; the content seems arbitrary and mismatched.
training_data/lang/lang_1/unwinding_3.md	The word 'unwinding 3' appears to be a malformed or placeholder concept, not a standard English term.
training_data/lang/lang_1/vantage.md	Vantage is a viewpoint, but the Chinese translation says '有利位置是一个观点' which means 'advantageous position is a viewpoint', mixing spatial and abstract concepts.
training_data/lang/lang_1/violating.md	German translation 'Verstoßen' likely means 'expelling' rather than 'violating'; should be 'Verstoß' for violation.
training_data/lang/lang_1/vulnerable.md	Category error: defines noun phrase 'vulnerable child' instead of the adjective 'vulnerable'
training_data/lang/lang_1/warm-blooded.md	Definition incorrectly equates warm-blooded to mammal; birds are also warm-blooded.
training_data/lang/lang_1/warranting.md	The German 'Rechtfertigen' means 'justifying', not 'warranting'; the Japanese and Chinese use 'justification' or 'proving', which are not exact matches for 'warranting'.
training_data/lang/lang_1/wellnes.md	Chinese translation uses 'health' instead of 'wellness', concept mismatch.
training_data/lang/lang_1/willingnessing.md	Non-standard word; translations may not match the concept of a process.
training_data/lang/lang_1/wise.md	Content describes 'wise owl' instead of the adjective 'wise'.
training_data/lang/lang_1/yellow.md	Definition describes a yellow banana, not the color yellow itself.
